Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min,Day_of_Journey,Month_of_Journey
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3919,5,0.0,21,10,21,6
Jet Airways,Delhi,Cochin,1125,2,In-flight meal not included,10368,25,4.0,9,40,12,6
Air India,Banglore,New Delhi,410,1,No info,11654,20,16.0,9,30,3,3
GoAir,Banglore,Delhi,165,0,No info,4239,40,23.0,20,55,1,4
IndiGo,Delhi,Cochin,560,1,No info,6674,10,16.0,6,50,27,5
Multiple carriers,Delhi,Cochin,750,1,No info,7198,30,1.0,13,0,24,6
IndiGo,Kolkata,Banglore,315,1,No info,5930,15,2.0,21,0,12,6
Jet Airways,Banglore,Delhi,180,0,No info,7229,10,10.0,7,10,9,5
Air India,Kolkata,Banglore,920,2,No info,10408,20,1.0,10,0,1,4
Air India,Delhi,Cochin,1470,2,No info,12488,40,7.0,7,10,12,6
IndiGo,Chennai,Kolkata,145,0,No info,3540,40,7.0,5,15,9,6
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,8529,20,9.0,20,0,12,6
Jet Airways,Delhi,Cochin,830,2,No info,13376,25,4.0,14,35,24,6
GoAir,Kolkata,Banglore,455,1,No info,8855,15,0.0,16,40,24,5
Jet Airways,Kolkata,Banglore,800,1,No info,14781,50,19.0,6,30,15,5
IndiGo,Delhi,Cochin,500,1,No info,5684,30,1.0,17,10,27,6
Jet Airways,Delhi,Cochin,535,2,In-flight meal not included,13029,25,4.0,19,30,9,5
Jet Airways,Delhi,Cochin,1430,2,No info,15129,0,19.0,19,10,1,5
Air India,Kolkata,Banglore,545,1,No info,8576,30,18.0,9,25,9,6
Jet Airways,Banglore,New Delhi,1590,1,In-flight meal not included,11087,25,11.0,8,55,9,3
Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,50,11.0,10,20,9,6
Jet Airways,Delhi,Cochin,610,1,No info,12557,25,4.0,18,15,21,3
IndiGo,Chennai,Kolkata,145,0,No info,3858,0,14.0,11,35,27,3
Jet Airways,Delhi,Cochin,1355,1,In-flight meal not included,12373,35,12.0,14,0,9,5
IndiGo,Mumbai,Hyderabad,90,0,No info,4049,40,10.0,9,10,18,3
Jet Airways,Banglore,New Delhi,470,1,No info,21934,45,0.0,16,55,15,3
Air India,Kolkata,Banglore,150,0,No info,5510,45,16.0,14,15,27,6
Vistara,Delhi,Cochin,190,0,No info,6216,50,17.0,14,40,15,6
Air India,Mumbai,Hyderabad,75,0,No info,2050,45,20.0,19,30,1,4
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,5,4.0,2,35,3,4
IndiGo,Chennai,Kolkata,140,0,No info,3850,15,10.0,7,55,27,6
IndiGo,Chennai,Kolkata,145,0,No info,3540,40,7.0,5,15,6,5
Jet Airways,Kolkata,Banglore,1545,1,In-flight meal not included,9663,15,8.0,6,30,1,5
Air India,Delhi,Cochin,1580,2,No info,9190,25,9.0,7,5,6,3
Jet Airways,Delhi,Cochin,1680,1,In-flight meal not included,12898,0,19.0,15,0,27,5
GoAir,Banglore,Delhi,175,0,No info,4632,40,10.0,7,45,15,4
SpiceJet,Mumbai,Hyderabad,80,0,No info,2753,30,14.0,13,10,24,3
Air India,Banglore,New Delhi,1525,2,No info,12778,15,10.0,8,50,12,3
Air India,Kolkata,Banglore,1625,2,No info,12723,55,8.0,5,50,12,6
IndiGo,Kolkata,Banglore,155,0,No info,4804,5,14.0,11,30,24,6
IndiGo,Banglore,Delhi,170,0,No info,4823,50,22.0,20,0,18,4
Air Asia,Delhi,Cochin,330,1,No info,6152,25,13.0,7,55,27,6
Vistara,Delhi,Cochin,190,0,No info,6216,10,9.0,6,0,27,6
IndiGo,Delhi,Cochin,345,1,No info,6016,45,7.0,2,0,24,6
Multiple carriers,Delhi,Cochin,585,1,No info,11622,0,19.0,9,15,27,6
Air India,Kolkata,Banglore,590,2,No info,10151,50,21.0,12,0,6,5
Jet Airways,Delhi,Cochin,1325,2,No info,12273,25,4.0,6,20,27,3
Jet Airways,Delhi,Cochin,505,2,In-flight meal not included,12410,25,4.0,20,0,12,6
Jet Airways,Banglore,New Delhi,1590,1,No info,12547,15,8.0,5,45,12,3
Jet Airways,Delhi,Cochin,825,1,In-flight meal not included,10262,35,12.0,22,50,15,6
Multiple carriers,Delhi,Cochin,465,1,No info,14323,15,19.0,11,30,9,5
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3210,5,21.0,19,35,21,6
Multiple carriers,Delhi,Cochin,660,1,No info,16863,0,21.0,10,0,3,3
Multiple carriers,Delhi,Cochin,470,1,No info,8937,15,19.0,11,25,1,6
Jet Airways,Delhi,Cochin,1995,2,No info,10929,25,4.0,19,10,27,3
IndiGo,Delhi,Cochin,895,1,No info,6104,30,1.0,10,35,9,6
SpiceJet,Delhi,Cochin,360,1,No info,5511,55,21.0,15,55,21,3
Jet Airways,Kolkata,Banglore,1150,1,No info,13759,20,16.0,21,10,24,3
Air India,Delhi,Cochin,1545,2,No info,11543,40,7.0,5,55,21,5
Jet Airways,Kolkata,Banglore,575,1,No info,13067,10,19.0,9,35,18,5
Jet Airways,Delhi,Cochin,1280,1,In-flight meal not included,10262,25,4.0,7,5,15,6
Air India,Delhi,Cochin,1580,2,No info,13591,15,19.0,16,55,6,6
Jet Airways,Delhi,Cochin,1475,2,No info,10929,45,19.0,19,10,27,3
Jet Airways,Banglore,Delhi,180,0,No info,7229,50,22.0,19,50,27,4
Air Asia,Delhi,Cochin,330,1,No info,6451,25,13.0,7,55,15,5
IndiGo,Chennai,Kolkata,145,0,No info,7295,0,14.0,11,35,3,3
IndiGo,Banglore,Delhi,165,0,No info,3943,15,4.0,1,30,3,6
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3573,5,0.0,21,10,15,5
Air India,Delhi,Cochin,1275,2,No info,9181,15,19.0,22,0,24,6
Air India,Delhi,Cochin,1420,1,No info,24017,25,9.0,9,45,3,3
Air India,Delhi,Cochin,1940,2,No info,17476,15,19.0,10,55,9,3
Air India,Kolkata,Banglore,965,1,No info,4647,5,11.0,19,0,9,4
IndiGo,Delhi,Cochin,575,1,No info,6314,0,21.0,11,25,27,5
Jet Airways,Delhi,Cochin,830,2,No info,13376,25,4.0,14,35,6,6
Jet Airways,Banglore,New Delhi,625,1,No info,12284,10,16.0,5,45,18,3
Jet Airways,Banglore,Delhi,180,0,No info,7229,20,11.0,8,20,9,5
Multiple carriers,Delhi,Cochin,630,1,No info,9627,0,19.0,8,30,1,5
Air India,Kolkata,Banglore,590,2,No info,9258,50,21.0,12,0,1,4
SpiceJet,Kolkata,Banglore,145,0,No info,3873,25,11.0,9,0,3,6
SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,3841,40,0.0,22,20,15,5
Multiple carriers,Delhi,Cochin,765,1,No info,10486,30,22.0,9,45,27,5
Jet Airways,Delhi,Cochin,1610,1,No info,17234,50,18.0,16,0,3,3
IndiGo,Delhi,Cochin,295,1,No info,6496,5,10.0,5,10,27,6
Multiple carriers,Delhi,Cochin,630,1,No info,9627,0,19.0,8,30,27,5
Air India,Kolkata,Banglore,1100,1,No info,8366,10,11.0,16,50,12,6
Jet Airways,Delhi,Cochin,505,2,In-flight meal not included,15318,25,4.0,20,0,27,5
SpiceJet,Kolkata,Banglore,435,1,No info,9923,50,18.0,11,35,24,3
Jet Airways,Kolkata,Banglore,435,1,In-flight meal not included,6077,35,17.0,10,20,1,4
Air India,Chennai,Kolkata,135,0,No info,4667,55,13.0,11,40,9,6
Multiple carriers,Delhi,Cochin,645,1,No info,8099,15,19.0,8,30,9,5
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,2385,45,14.0,13,15,1,5
Multiple carriers,Delhi,Cochin,625,2,No info,15965,30,1.0,15,5,27,6
Jet Airways,Kolkata,Banglore,705,1,In-flight meal not included,10844,15,18.0,6,30,6,5
Air India,Banglore,Delhi,170,0,No info,6121,10,16.0,13,20,12,5
IndiGo,Banglore,Delhi,170,0,No info,3625,0,1.0,22,10,24,4
Multiple carriers,Delhi,Cochin,810,1,No info,8475,0,21.0,7,30,27,5
Jet Airways,Delhi,Cochin,715,1,In-flight meal not included,12898,0,19.0,7,5,27,5
IndiGo,Delhi,Cochin,320,1,No info,10851,25,7.0,2,5,6,3
Air India,Delhi,Cochin,795,1,No info,5704,0,23.0,9,45,21,3
Vistara,Banglore,New Delhi,175,0,No info,11598,5,0.0,21,10,18,3
Multiple carriers,Delhi,Cochin,645,1,No info,9149,15,19.0,8,30,27,5
Air India,Kolkata,Banglore,155,0,No info,4145,20,23.0,20,45,15,6
GoAir,Delhi,Cochin,540,1,No info,6195,35,19.0,10,35,21,5
IndiGo,Delhi,Cochin,575,1,No info,6979,0,21.0,11,25,9,5
Air India,Banglore,New Delhi,170,0,No info,7276,10,16.0,13,20,15,3
SpiceJet,Delhi,Cochin,270,1,No check-in baggage included,4760,15,13.0,8,45,15,5
Vistara,Chennai,Kolkata,140,0,No info,11982,5,20.0,17,45,18,6
IndiGo,Chennai,Kolkata,140,0,No info,5277,25,0.0,22,5,27,3
Air India,Delhi,Cochin,700,1,No info,8372,40,7.0,20,0,9,6
IndiGo,Kolkata,Banglore,220,1,No info,4226,15,23.0,19,35,1,4
IndiGo,Chennai,Kolkata,140,0,No info,3597,55,21.0,19,35,18,6
Multiple carriers,Delhi,Cochin,735,1,No info,7005,0,21.0,8,45,15,6
Multiple carriers,Delhi,Cochin,545,1,No info,8018,10,16.0,7,5,9,5
Jet Airways,Delhi,Cochin,1395,1,In-flight meal not included,10577,0,19.0,19,45,9,6
Jet Airways,Delhi,Cochin,810,2,In-flight meal not included,11507,0,19.0,5,30,12,6
Air India,Delhi,Cochin,2295,2,No info,9653,15,19.0,5,0,9,5
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,4160,50,11.0,10,20,15,3
Jet Airways,Delhi,Cochin,1485,1,No info,14714,0,19.0,18,15,3,6
Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,20,4.0,2,55,9,5
Air India,Kolkata,Banglore,1100,2,No info,13873,20,1.0,7,0,18,5
Multiple carriers,Delhi,Cochin,520,1,No info,11264,0,19.0,10,20,27,6
Jet Airways,Kolkata,Banglore,405,1,In-flight meal not included,11134,40,20.0,13,55,24,3
Air Asia,Delhi,Cochin,330,1,No info,6151,15,22.0,16,45,21,3
Jet Airways,Kolkata,Banglore,845,1,In-flight meal not included,10844,50,19.0,5,45,18,5
Jet Airways,Delhi,Cochin,1615,2,No info,13014,35,12.0,9,40,3,6
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,4995,50,11.0,10,20,18,6
IndiGo,Kolkata,Banglore,155,0,No info,4174,5,18.0,15,30,18,4
Air India,Banglore,New Delhi,170,0,No info,12841,10,16.0,13,20,3,3
Jet Airways,Kolkata,Banglore,1685,1,No info,13067,5,21.0,17,0,9,5
Jet Airways,Delhi,Cochin,1620,1,In-flight meal not included,10262,0,19.0,16,0,24,6
IndiGo,Banglore,Delhi,170,0,No info,4423,0,13.0,10,10,6,4
Jet Airways,Kolkata,Banglore,585,1,In-flight meal not included,8586,40,4.0,18,55,1,5
Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,9663,20,9.0,21,10,15,5
IndiGo,Delhi,Cochin,300,1,No info,6069,0,21.0,16,0,15,6
Air India,Chennai,Kolkata,135,0,No info,4667,55,13.0,11,40,6,5
Jet Airways,Delhi,Cochin,1270,1,In-flight meal not included,12373,0,19.0,21,50,9,5
Jet Airways,Kolkata,Banglore,1055,1,No info,13941,5,10.0,16,30,9,5
IndiGo,Mumbai,Hyderabad,85,0,No info,3175,45,7.0,6,20,27,3
Air India,Delhi,Cochin,1335,1,No info,8372,15,19.0,21,0,9,6
Vistara,Banglore,Delhi,155,0,No info,5613,35,19.0,17,0,6,4
IndiGo,Delhi,Cochin,895,1,No info,7144,30,22.0,7,35,18,5
Jet Airways,Kolkata,Banglore,590,1,No info,14571,20,16.0,6,30,6,6
IndiGo,Chennai,Kolkata,140,0,No info,5277,25,0.0,22,5,24,3
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,2759,50,11.0,10,20,24,3
Air Asia,Kolkata,Banglore,955,1,No info,5192,30,23.0,7,35,9,5
Jet Airways,Delhi,Cochin,715,1,No info,14714,0,19.0,7,5,9,6
Air India,Delhi,Cochin,435,2,No info,10336,15,19.0,12,0,1,6
Air India,Kolkata,Banglore,155,0,No info,31945,20,23.0,20,45,24,3
Jet Airways,Kolkata,Banglore,1025,1,In-flight meal not included,7064,35,23.0,6,30,1,4
Jet Airways,Delhi,Cochin,425,2,No info,14441,35,12.0,5,30,9,6
Multiple carriers,Delhi,Cochin,755,1,No info,17493,35,1.0,13,0,3,3
Jet Airways,Kolkata,Banglore,1595,1,In-flight meal not included,10844,35,22.0,20,0,9,6
SpiceJet,Mumbai,Hyderabad,90,0,No info,2753,15,7.0,5,45,1,6
Jet Airways,Delhi,Cochin,1225,1,In-flight meal not included,12898,25,4.0,8,0,21,5
Jet Airways,Banglore,Delhi,185,0,No info,7229,0,22.0,18,55,15,4
Air India,Delhi,Cochin,1180,2,No info,8603,40,7.0,12,0,3,6
Jet Airways,Delhi,Cochin,1375,2,No info,15129,25,4.0,5,30,18,5
Jet Airways,Delhi,Cochin,440,2,No info,18804,0,19.0,11,40,15,6
Air Asia,Delhi,Cochin,870,1,No info,7452,25,22.0,7,55,21,4
SpiceJet,Banglore,Delhi,170,0,No info,3971,20,12.0,9,30,24,4
IndiGo,Banglore,Delhi,170,0,No info,3943,0,13.0,10,10,12,6
IndiGo,Banglore,New Delhi,300,1,No info,9165,25,19.0,14,25,15,3
Jet Airways,Delhi,Cochin,810,2,No info,13014,0,19.0,5,30,24,6
SpiceJet,Banglore,Delhi,170,0,No info,3625,20,12.0,9,30,21,6
Jet Airways,Delhi,Cochin,1235,1,In-flight meal not included,10262,35,12.0,16,0,24,6
Jet Airways,Kolkata,Banglore,800,1,No info,14388,15,8.0,18,55,21,5
Multiple carriers,Delhi,Cochin,675,1,No info,15058,15,19.0,8,0,12,6
Air India,Delhi,Cochin,1360,1,No info,14882,40,7.0,9,0,6,3
IndiGo,Banglore,Delhi,170,0,No info,4591,0,13.0,10,10,18,4
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,3841,30,9.0,6,55,9,5
Jet Airways,Kolkata,Banglore,590,1,No info,14781,15,18.0,8,25,15,5
SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,3841,40,0.0,22,20,9,4
Multiple carriers,Delhi,Cochin,630,1,No info,13377,30,1.0,15,0,3,6
Jet Airways,Delhi,Cochin,535,2,No info,13014,25,4.0,19,30,12,6
Multiple carriers,Delhi,Cochin,375,1,No info,14848,15,19.0,13,0,21,5
Air India,Kolkata,Banglore,155,0,No info,4145,20,23.0,20,45,9,5
IndiGo,Chennai,Kolkata,140,0,No info,3850,15,10.0,7,55,12,6
Air India,Kolkata,Banglore,805,1,No info,10413,25,20.0,7,0,24,5
IndiGo,Delhi,Cochin,630,1,No info,6104,30,1.0,15,0,3,6
IndiGo,Banglore,Delhi,170,0,No info,3943,20,13.0,10,30,1,6
Jet Airways,Kolkata,Banglore,665,1,In-flight meal not included,8529,15,8.0,21,10,12,6
Jet Airways,Delhi,Cochin,825,1,In-flight meal not included,10262,35,12.0,22,50,24,6
Jet Airways,Kolkata,Banglore,1540,1,No info,14151,5,22.0,20,25,18,5
Air Asia,Kolkata,Banglore,500,2,No info,5192,30,23.0,15,10,9,5
Jet Airways,Kolkata,Banglore,875,1,In-flight meal not included,9663,40,4.0,14,5,21,5
GoAir,Banglore,Delhi,175,0,No info,4632,40,10.0,7,45,24,4
IndiGo,Delhi,Cochin,305,1,No info,5073,30,1.0,20,25,6,4
Multiple carriers,Delhi,Cochin,535,1,No info,9526,15,19.0,10,20,15,6
IndiGo,Banglore,Delhi,170,0,No info,4423,50,6.0,4,0,15,4
IndiGo,Mumbai,Hyderabad,95,0,No info,2227,40,21.0,20,5,12,5
Vistara,Banglore,New Delhi,160,0,No info,5403,10,14.0,11,30,21,3
IndiGo,Chennai,Kolkata,140,0,No info,3858,55,21.0,19,35,27,3
Jet Airways,Delhi,Cochin,1745,2,No info,18752,50,18.0,13,45,9,3
Jet Airways,Kolkata,Banglore,330,1,In-flight meal not included,9663,0,12.0,6,30,21,5
Jet Airways,Delhi,Cochin,1045,2,No info,12819,35,12.0,19,10,24,6
Multiple carriers,Delhi,Cochin,720,1,No info,6883,0,21.0,9,0,27,3
Multiple carriers,Delhi,Cochin,390,1,No info,7198,30,1.0,19,0,27,5
Air India,Banglore,New Delhi,165,0,No info,7801,45,12.0,10,0,9,3
IndiGo,Banglore,Delhi,175,0,No info,4823,20,21.0,18,25,21,4
Jet Airways,Kolkata,Banglore,1610,1,In-flight meal not included,9663,20,9.0,6,30,24,5
Jet Airways,Kolkata,Banglore,1480,1,No info,12121,5,21.0,20,25,12,5
Vistara,Kolkata,Banglore,1625,1,No info,8085,25,23.0,20,20,12,5
IndiGo,Banglore,New Delhi,295,1,No info,8662,35,18.0,13,40,3,3
Jet Airways,Delhi,Cochin,1250,1,In-flight meal not included,6017,50,18.0,22,0,21,3
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3859,0,12.0,9,45,3,5
Multiple carriers,Delhi,Cochin,860,1,No info,7564,15,19.0,4,55,18,5
SpiceJet,Banglore,Delhi,160,0,No check-in baggage included,3919,35,8.0,5,55,21,6
Jet Airways,Delhi,Cochin,1375,2,No info,15129,25,4.0,5,30,18,5
Jet Airways,Banglore,New Delhi,375,1,No info,26890,15,13.0,7,0,1,3
Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,5443,15,14.0,11,0,15,4
IndiGo,Banglore,New Delhi,175,0,No info,6860,0,13.0,10,5,9,3
Jet Airways,Kolkata,Banglore,400,1,No info,13364,45,20.0,14,5,1,4
Jet Airways,Delhi,Cochin,660,1,In-flight meal not included,12239,0,19.0,8,0,27,5
IndiGo,Kolkata,Banglore,275,1,No info,4966,5,16.0,11,30,9,4
IndiGo,Banglore,New Delhi,165,0,No info,6144,45,8.0,6,0,3,3
Jet Airways,Delhi,Cochin,1680,1,In-flight meal not included,12373,0,19.0,15,0,9,5
Air India,Banglore,New Delhi,1900,2,No info,10835,30,16.0,8,50,18,3
Air India,Delhi,Cochin,1640,1,No info,7952,25,9.0,6,5,6,6
IndiGo,Banglore,Delhi,165,0,No info,3419,15,4.0,1,30,9,4
Multiple carriers,Delhi,Cochin,525,1,No info,10197,35,12.0,3,50,27,5
IndiGo,Delhi,Cochin,895,1,No info,5883,30,1.0,10,35,3,6
Air India,Chennai,Kolkata,135,0,No info,4667,55,13.0,11,40,18,5
IndiGo,Delhi,Cochin,985,2,No info,6223,20,21.0,4,55,21,3
Jet Airways,Kolkata,Banglore,665,1,In-flight meal not included,7757,15,8.0,21,10,6,5
IndiGo,Banglore,New Delhi,300,1,No info,11873,25,19.0,14,25,3,3
Jet Airways,Kolkata,Banglore,665,1,In-flight meal not included,10844,15,8.0,21,10,6,6
IndiGo,Delhi,Cochin,345,1,No info,7189,35,3.0,21,50,15,5
Jet Airways,Delhi,Cochin,885,1,In-flight meal not included,10262,35,12.0,21,50,27,6
Air Asia,Kolkata,Banglore,150,0,No info,5989,25,22.0,19,55,1,5
IndiGo,Mumbai,Hyderabad,90,0,No info,2227,50,22.0,21,20,24,6
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,4995,50,11.0,10,20,6,6
Jet Airways,Kolkata,Banglore,1695,1,No info,14231,10,18.0,13,55,24,3
Jet Airways,Kolkata,Banglore,1400,1,In-flight meal not included,10844,15,18.0,18,55,18,5
GoAir,Delhi,Cochin,455,1,No info,5628,20,13.0,5,45,3,3
Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,10844,20,16.0,18,55,9,6
Multiple carriers,Delhi,Cochin,645,1,No info,8937,15,19.0,8,30,15,6
IndiGo,Kolkata,Banglore,155,0,No info,5618,55,16.0,14,20,6,3
Air India,Delhi,Cochin,735,1,No info,6674,15,19.0,7,0,9,4
GoAir,Banglore,Delhi,170,0,No info,3898,30,14.0,11,40,24,4
Jet Airways,Kolkata,Banglore,1550,1,In-flight meal not included,10844,45,20.0,18,55,24,5
Air India,Delhi,Cochin,1380,2,No info,13381,15,19.0,20,15,3,6
Air India,Delhi,Cochin,1560,2,No info,11972,15,19.0,17,15,21,5
Jet Airways,Delhi,Cochin,655,1,No info,17024,25,4.0,17,30,3,3
IndiGo,Delhi,Cochin,345,1,No info,7398,35,3.0,21,50,9,4
Air India,Banglore,New Delhi,435,2,Change airports,17461,45,17.0,10,30,1,3
Jet Airways,Kolkata,Banglore,735,1,No info,13731,15,8.0,20,0,24,5
Jet Airways,Banglore,New Delhi,920,1,No info,13555,15,8.0,16,55,18,3
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,19.0,17,15,27,4
Jet Airways,Delhi,Cochin,715,1,No info,16289,0,19.0,7,5,21,5
IndiGo,Delhi,Cochin,425,1,No info,7520,10,12.0,5,5,18,5
IndiGo,Delhi,Cochin,895,1,No info,7503,30,1.0,10,35,18,5
Multiple carriers,Delhi,Cochin,650,1,No info,8601,15,19.0,8,25,27,3
Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,7064,0,12.0,8,25,1,4
Air Asia,Kolkata,Banglore,710,1,No info,5192,25,19.0,7,35,6,5
SpiceJet,Kolkata,Banglore,330,1,No info,9158,25,21.0,15,55,9,6
Multiple carriers,Delhi,Cochin,515,1,No info,24318,35,1.0,17,0,6,3
Multiple carriers,Delhi,Cochin,660,1,No info,7038,10,18.0,7,10,21,5
IndiGo,Banglore,New Delhi,170,0,No info,7303,10,1.0,22,20,24,3
IndiGo,Banglore,New Delhi,285,1,No info,8021,10,10.0,5,25,15,3
Multiple carriers,Delhi,Cochin,555,1,No info,14323,15,19.0,10,0,15,5
Air India,Kolkata,Banglore,805,1,No info,10203,25,20.0,7,0,6,6
Multiple carriers,Delhi,Cochin,390,1,No info,7408,30,1.0,19,0,15,6
IndiGo,Mumbai,Hyderabad,85,0,No info,2227,45,22.0,21,20,27,3
Multiple carriers,Delhi,Cochin,465,1,No info,16108,15,19.0,11,30,15,6
Jet Airways,Delhi,Cochin,1100,1,In-flight meal not included,10262,35,12.0,18,15,15,6
Jet Airways,Delhi,Cochin,600,1,No info,14714,0,19.0,9,0,9,6
Jet Airways,Delhi,Cochin,1210,1,In-flight meal not included,10262,0,19.0,22,50,3,6
IndiGo,Delhi,Cochin,490,1,No info,7640,30,22.0,14,20,18,5
Vistara,Kolkata,Banglore,700,1,No info,8610,50,18.0,7,10,12,6
Jet Airways,Delhi,Cochin,650,1,No info,12767,50,18.0,8,0,21,3
IndiGo,Delhi,Cochin,730,1,No info,6093,0,21.0,8,50,12,6
IndiGo,Delhi,Cochin,560,1,No info,6442,10,16.0,6,50,27,4
Jet Airways,Banglore,Delhi,165,0,In-flight meal not included,4030,45,8.0,6,0,9,5
Multiple carriers,Delhi,Cochin,480,1,No info,7408,0,21.0,13,0,6,6
Multiple carriers,Delhi,Cochin,545,1,No info,10696,10,16.0,7,5,3,6
SpiceJet,Kolkata,Banglore,150,0,No info,6982,30,11.0,9,0,12,3
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,35,20.0,19,5,9,6
Air India,Banglore,New Delhi,330,1,No info,23677,15,12.0,6,45,1,3
Air India,Kolkata,Banglore,1385,2,No info,13227,55,8.0,9,50,1,5
IndiGo,Mumbai,Hyderabad,85,0,No info,2754,25,13.0,12,0,27,3
IndiGo,Delhi,Cochin,965,1,No info,6758,0,21.0,4,55,18,5
Air India,Delhi,Cochin,180,0,No info,6934,10,17.0,14,10,18,5
Jet Airways,Delhi,Cochin,805,2,No info,18799,50,18.0,5,25,3,3
Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,5,21.0,19,35,6,5
Jet Airways,Banglore,New Delhi,800,1,No info,27992,20,20.0,7,0,1,3
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4544,50,22.0,19,50,1,4
Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,7757,20,16.0,18,55,6,5
IndiGo,Delhi,Cochin,310,1,No info,6373,15,22.0,17,5,27,5
Jet Airways,Delhi,Cochin,1320,2,No info,13376,35,12.0,14,35,15,6
IndiGo,Kolkata,Banglore,150,0,No info,5644,55,16.0,14,25,3,6
Jet Airways,Kolkata,Banglore,1480,1,No info,13067,5,21.0,20,25,6,5
Multiple carriers,Delhi,Cochin,540,1,No info,6513,10,16.0,7,10,15,5
IndiGo,Mumbai,Hyderabad,90,0,No info,4392,30,13.0,12,0,9,5
IndiGo,Kolkata,Banglore,170,0,No info,4778,20,8.0,5,30,6,3
Jet Airways,Kolkata,Banglore,1485,1,In-flight meal not included,10844,45,20.0,20,0,18,5
Air India,Kolkata,Banglore,1840,2,No info,12723,30,12.0,5,50,24,5
Jet Airways,Kolkata,Banglore,725,1,In-flight meal not included,11134,15,9.0,21,10,24,3
Jet Airways,Banglore,Delhi,185,0,No info,7229,0,22.0,18,55,9,5
Jet Airways,Delhi,Cochin,1015,1,In-flight meal not included,10262,25,4.0,11,30,6,6
IndiGo,Kolkata,Banglore,170,0,No info,4778,20,8.0,5,30,24,3
IndiGo,Banglore,New Delhi,170,0,No info,8033,20,2.0,23,30,15,3
Air India,Delhi,Cochin,1535,1,No info,8425,50,6.0,5,15,27,5
Jet Airways,Delhi,Cochin,1320,2,In-flight meal not included,10919,35,12.0,14,35,3,6
Multiple carriers,Delhi,Cochin,595,1,No info,15411,50,18.0,8,55,6,3
Air India,Delhi,Cochin,1220,2,No info,10975,25,9.0,13,5,12,6
Air India,Kolkata,Banglore,1700,1,No info,6535,5,21.0,16,45,24,3
Jet Airways,Kolkata,Banglore,435,1,No info,8355,35,17.0,10,20,9,5
SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,3543,5,20.0,17,45,18,6
Vistara,Kolkata,Banglore,1345,1,No info,12102,45,18.0,20,20,24,3
Jet Airways,Kolkata,Banglore,1005,1,In-flight meal not included,9314,45,9.0,17,0,1,5
IndiGo,Delhi,Cochin,415,1,No info,7503,30,1.0,18,35,18,5
SpiceJet,Delhi,Cochin,310,1,No info,9748,20,11.0,6,10,3,3
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,19.0,17,15,27,6
Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,8586,20,16.0,6,30,9,5
Jet Airways,Delhi,Cochin,1630,2,No info,13882,35,12.0,9,25,24,6
Jet Airways,Banglore,Delhi,175,0,No info,7229,45,18.0,15,50,21,5
Air India,Mumbai,Hyderabad,80,0,No info,2575,40,7.0,6,20,24,3
IndiGo,Banglore,Delhi,180,0,No info,3943,15,0.0,21,15,21,5
SpiceJet,Delhi,Cochin,270,1,No check-in baggage included,4760,15,13.0,8,45,24,4
Jet Airways,Kolkata,Banglore,965,1,In-flight meal not included,8824,35,22.0,6,30,24,3
Air India,Delhi,Cochin,615,1,No info,6902,15,19.0,9,0,21,3
Air Asia,Delhi,Cochin,865,1,No info,6151,10,7.0,16,45,21,3
Air India,Kolkata,Banglore,765,2,No info,12324,35,5.0,16,50,21,5
Jet Airways,Banglore,New Delhi,280,1,In-flight meal not included,11087,25,10.0,5,45,9,3
Air Asia,Kolkata,Banglore,150,0,No info,5964,5,22.0,19,35,3,3
Jet Airways,Kolkata,Banglore,1540,1,No info,14151,5,22.0,20,25,1,5
Jet Airways,Kolkata,Banglore,1730,1,No info,11467,25,14.0,9,35,15,5
SpiceJet,Kolkata,Banglore,140,0,No info,3873,40,0.0,22,20,21,5
