,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min
9185,Air India,18/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,1610,2,No info,11222,10,11.0,8,20
9186,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1685,1,No info,12121,5,21.0,17,0
9187,Air India,21/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,610,2,No info,10697,30,18.0,8,20
9188,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,450,1,In-flight meal not included,12373,0,19.0,11,30
9189,SpiceJet,21/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,520,1,No info,6381,15,17.0,8,35
9190,Jet Airways,6/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,2070,2,No info,17072,25,4.0,17,55
9191,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1615,2,In-flight meal not included,10368,35,12.0,9,40
9192,IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,20,21.0,18,25
9193,Air India,3/03/2019,Delhi,Cochin,DEL → BLR → COK,795,1,No info,27282,0,23.0,9,45
9194,IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,95,0,No info,2227,40,21.0,20,5
9195,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,165,0,No info,4545,25,3.0,0,40
9196,IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4148,55,19.0,17,15
9197,IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4148,45,17.0,15,10
9198,Air India,21/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,1625,2,No info,7642,20,11.0,8,15
9199,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,1235,1,In-flight meal not included,10262,35,12.0,16,0
9200,Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,4030,20,11.0,8,20
9201,IndiGo,27/06/2019,Delhi,Cochin,DEL → COK,195,0,No info,5000,40,17.0,14,25
9202,SpiceJet,9/06/2019,Delhi,Cochin,DEL → PNQ → COK,270,1,No info,5264,15,13.0,8,45
9203,Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,185,0,In-flight meal not included,7229,0,22.0,18,55
9204,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,660,1,In-flight meal not included,10577,0,19.0,8,0
9205,Air India,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,1625,2,No info,12723,55,8.0,5,50
9206,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,395,1,No info,14714,25,4.0,21,50
9207,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,1570,1,In-flight meal not included,7438,25,4.0,2,15
9208,Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1435,1,No info,10203,25,20.0,20,30
9209,Air Asia,27/03/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,3782,20,1.0,22,50
9210,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,No info,13014,0,19.0,5,30
9211,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,390,1,No info,8073,30,1.0,19,0
9212,IndiGo,9/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,5,18.0,15,30
9213,IndiGo,9/05/2019,Kolkata,Banglore,CCU → BBI → BLR,330,1,No info,4864,40,12.0,7,10
9214,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,730,1,No info,15135,50,18.0,6,40
9215,Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1100,1,No info,8366,10,11.0,16,50
9216,Jet Airways,9/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,1375,2,No info,13292,25,4.0,5,30
9217,Air India,15/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,7171,45,19.0,17,0
9218,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,690,1,No info,12121,5,21.0,9,35
9219,Air India,12/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,500,2,No info,11753,15,19.0,10,55
9220,IndiGo,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,285,1,No Info,8064,0,10.0,5,15
9221,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,1680,1,In-flight meal not included,10262,0,19.0,15,0
9222,IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,5277,25,0.0,22,5
9223,Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,180,0,No info,8016,45,20.0,17,45
9224,Air India,12/03/2019,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,560,2,No info,11342,50,14.0,5,30
9225,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1330,1,In-flight meal not included,7594,40,4.0,6,30
9226,Air Asia,3/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,4483,55,13.0,11,10
9227,Jet Airways,18/05/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,505,2,No info,16263,25,4.0,20,0
9228,Air India,12/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,920,2,No info,13243,20,1.0,10,0
9229,Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,165,0,In-flight meal not included,6478,45,8.0,6,0
9230,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,320,1,No info,15764,25,4.0,23,5
9231,Air India,3/04/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,1170,2,No info,4647,40,4.0,9,10
9232,Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,180,0,No info,8016,50,22.0,19,50
9233,Air India,12/06/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4145,20,23.0,20,45
9234,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,810,1,No info,8055,0,21.0,7,30
9235,Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,No info,12409,15,19.0,17,15
9236,IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,165,0,No info,6038,20,12.0,9,35
9237,Air Asia,21/05/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,4107,20,1.0,22,50
9238,Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,1545,2,No info,11911,40,7.0,5,55
9239,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1450,1,No info,25735,0,23.0,22,50
9240,Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,955,2,No info,11458,20,1.0,9,25
9241,Air Asia,24/04/2019,Delhi,Cochin,DEL → BLR → COK,340,1,No info,6152,25,22.0,16,45
9242,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1585,1,In-flight meal not included,10844,35,23.0,21,10
9243,Vistara,24/05/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,11982,5,20.0,17,45
9244,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,590,1,No info,13941,20,16.0,6,30
9245,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → COK,480,1,No info,6938,20,22.0,14,20
9246,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1775,2,No info,15339,0,19.0,13,25
9247,Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,2245,2,No info,20064,50,18.0,5,25
9248,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,455,1,In-flight meal not included,6093,30,22.0,14,55
9249,Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,395,1,No info,10885,35,1.0,19,0
9250,Air India,1/06/2019,Delhi,Cochin,DEL → BLR → COK,570,1,No info,8907,0,23.0,13,30
9251,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,855,1,In-flight meal not included,9663,45,20.0,6,30
9252,IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,425,1,No info,7160,10,12.0,5,5
9253,Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,480,1,No info,11269,30,15.0,7,30
9254,Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678,5,21.0,19,35
9255,Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,85,0,No info,5678,20,4.0,2,55
9256,Air India,6/06/2019,Delhi,Cochin,DEL → BLR → COK,795,1,No info,8907,0,23.0,9,45
9257,Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,85,0,In-flight meal not included,3210,20,4.0,2,55
9258,Air India,15/05/2019,Banglore,Delhi,BLR → DEL,165,0,No info,6961,55,8.0,6,10
9259,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1090,1,No info,14815,15,8.0,14,5
9260,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1540,1,No info,11467,5,22.0,20,25
9261,Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,1320,2,In-flight meal not included,10919,35,12.0,14,35
9262,GoAir,3/06/2019,Delhi,Cochin,DEL → BOM → COK,310,1,No info,9069,35,19.0,14,25
9263,SpiceJet,1/05/2019,Kolkata,Banglore,CCU → MAA → BLR,315,1,No info,4649,20,20.0,15,5
9264,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,20,21.0,18,25
9265,Air India,21/05/2019,Kolkata,Banglore,CCU → MAA → BLR,1440,1,No info,6528,35,14.0,14,35
9266,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,400,1,No info,22270,25,12.0,5,45
9267,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,1060,2,In-flight meal not included,15654,25,4.0,10,45
9268,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,1595,1,No info,7770,55,22.0,20,20
9269,IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,15,7.0,4,40
9270,Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,In-flight meal not included,10368,35,12.0,19,30
9271,IndiGo,3/03/2019,Delhi,Cochin,DEL → COK,195,0,No info,7673,20,0.0,21,5
9272,IndiGo,21/04/2019,Delhi,Cochin,DEL → COK,195,0,No info,6015,50,8.0,5,35
9273,IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,5,14.0,11,30
9274,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,735,1,No info,13941,15,8.0,20,0
9275,Air Asia,9/05/2019,Kolkata,Banglore,CCU → BBI → BLR,215,1,No info,5162,30,23.0,19,55
9276,Air India,09/03/2019,Banglore,New Delhi,BLR → CCU → DEL,700,1,No info,10657,45,22.0,11,5
9277,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,425,1,No info,14781,35,23.0,16,30
9278,IndiGo,3/04/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2754,35,20.0,19,5
9279,Air India,12/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,965,2,No info,11474,55,22.0,6,50
9280,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,800,1,In-flight meal not included,7757,15,8.0,18,55
9281,Jet Airways,3/04/2019,Mumbai,Hyderabad,BOM → HYD,85,0,In-flight meal not included,2228,20,4.0,2,55
9282,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1455,1,In-flight meal not included,10405,15,8.0,8,0
9283,GoAir,27/06/2019,Banglore,Delhi,BLR → DEL,175,0,No info,3419,40,10.0,7,45
9284,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,1145,1,In-flight meal not included,10262,35,12.0,17,30
9285,Air India,9/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,3100,25,15.0,13,55
9286,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,1570,1,In-flight meal not included,11848,25,4.0,2,15
9287,Air India,9/04/2019,Delhi,Cochin,DEL → BLR → COK,705,1,No info,5683,15,8.0,20,30
9288,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1655,1,In-flight meal not included,9663,0,12.0,8,25
9289,Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,4544,50,22.0,19,50
9290,Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,85,0,In-flight meal not included,4050,20,4.0,2,55
9291,Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,765,1,No info,9187,5,9.0,20,20
9292,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,1440,1,No info,8452,20,20.0,20,20
9293,Air India,18/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,955,2,No info,11668,20,1.0,9,25
9294,Air India,9/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,1730,2,No info,13381,15,19.0,14,25
9295,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,840,1,No info,8073,0,21.0,7,0
9296,Air Asia,1/03/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,5620,55,12.0,10,20
9297,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,875,1,No info,12739,40,4.0,14,5
9298,Air Asia,3/05/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,5989,25,22.0,19,55
9299,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1350,1,No info,8891,55,7.0,9,25
9300,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,4544,50,22.0,19,50
9301,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,1620,1,In-flight meal not included,10262,0,19.0,16,0
9302,Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1640,1,No info,9345,20,20.0,17,0
9303,Vistara,01/03/2019,Banglore,New Delhi,BLR → DEL,160,0,No info,21730,20,22.0,19,40
9304,IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,705,1,No info,6838,0,21.0,9,15
9305,Air India,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,1345,1,No info,10943,25,19.0,21,0
9306,IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3943,50,6.0,4,0
9307,SpiceJet,18/06/2019,Banglore,Delhi,BLR → DEL,160,0,No check-in baggage included,3573,35,8.0,5,55
9308,SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,145,0,No check-in baggage included,3841,25,11.0,9,0
9309,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,505,1,No info,9646,10,18.0,9,45
9310,Air India,18/03/2019,Delhi,Cochin,DEL → COK,185,0,No info,4729,10,21.0,18,5
9311,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,640,1,No info,17261,30,9.0,22,50
9312,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1200,1,No info,13941,5,10.0,14,5
9313,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,890,1,In-flight meal not included,10844,0,12.0,21,10
9314,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,1285,1,No info,14231,20,16.0,18,55
9315,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,360,1,No info,14714,0,19.0,13,0
9316,SpiceJet,21/03/2019,Delhi,Cochin,DEL → PNQ → COK,270,1,No info,6460,15,13.0,8,45
9317,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1630,1,No info,11467,35,23.0,20,25
9318,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,175,0,No info,3943,25,3.0,0,30
9319,IndiGo,15/04/2019,Kolkata,Banglore,CCU → HYD → BLR,290,1,No info,4775,5,20.0,15,15
9320,SpiceJet,6/04/2019,Kolkata,Banglore,CCU → BLR,145,0,No check-in baggage included,3841,25,11.0,9,0
9321,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1200,1,No info,12284,40,7.0,11,40
9322,IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,50,19.0,17,15
9323,Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,No info,12819,35,12.0,13,25
9324,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,610,1,No info,14714,25,4.0,18,15
9325,Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,8040,50,11.0,10,20
9326,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,625,2,No info,16840,30,1.0,15,5
9327,Jet Airways,6/05/2019,Delhi,Cochin,DEL → BOM → COK,335,1,No info,15554,25,4.0,22,50
9328,GoAir,15/04/2019,Delhi,Cochin,DEL → BOM → COK,540,1,No info,5752,35,19.0,10,35
9329,Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1065,1,No info,8452,45,10.0,17,0
9330,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,675,1,In-flight meal not included,11761,15,19.0,8,0
9331,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,375,1,No info,14848,15,19.0,13,0
9332,Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,In-flight meal not included,10368,0,19.0,5,30
9333,Air India,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1595,2,No info,9863,15,19.0,16,40
9334,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,540,1,In-flight meal not included,10262,0,19.0,10,0
9335,Vistara,6/06/2019,Banglore,Delhi,BLR → DEL,160,0,No info,4668,40,9.0,7,0
9336,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,455,1,No info,9103,0,19.0,11,25
9337,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,885,1,In-flight meal not included,10262,35,12.0,21,50
9338,GoAir,27/06/2019,Delhi,Cochin,DEL → AMD → COK,370,1,No info,4525,35,13.0,7,25
9339,Air India,27/04/2019,Banglore,Delhi,BLR → DEL,165,0,No info,5228,45,12.0,10,0
9340,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,460,1,No info,19225,5,5.0,21,25
9341,Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,8040,50,11.0,10,20
9342,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,865,1,In-flight meal not included,7438,25,4.0,14,0
9343,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,690,1,No info,13135,30,15.0,4,0
9344,IndiGo,9/05/2019,Delhi,Cochin,DEL → COK,195,0,No info,6015,40,17.0,14,25
9345,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,510,1,No info,8283,30,1.0,17,0
9346,SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543,35,10.0,8,20
9347,IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,165,0,No info,4148,55,12.0,10,10
9348,GoAir,15/03/2019,Banglore,New Delhi,BLR → GOI → DEL,270,1,No info,7657,15,20.0,15,45
9349,IndiGo,12/05/2019,Kolkata,Banglore,CCU → BBI → BLR,220,1,No info,5276,15,23.0,19,35
9350,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,840,1,No info,14151,35,23.0,9,35
9351,Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,8040,50,11.0,10,20
9352,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,565,2,No info,8378,20,21.0,11,55
9353,SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543,0,12.0,9,45
9354,IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,50,21.0,18,55
9355,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,800,1,No info,14388,15,8.0,18,55
9356,SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,140,0,No check-in baggage included,3543,5,20.0,17,45
9357,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,400,1,In-flight meal not included,10844,45,20.0,14,5
9358,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,705,1,In-flight meal not included,10844,15,18.0,6,30
9359,SpiceJet,12/06/2019,Delhi,Cochin,DEL → BLR → COK,295,1,No info,4957,50,22.0,17,55
9360,IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,515,1,No info,6442,10,16.0,7,35
9361,Air India,15/05/2019,Delhi,Cochin,DEL → MAA → COK,965,1,No info,7480,25,9.0,17,20
9362,IndiGo,1/04/2019,Delhi,Cochin,DEL → BOM → COK,305,1,No info,5073,30,1.0,20,25
9363,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,365,1,No info,14781,35,22.0,16,30
9364,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,385,1,No info,9646,10,16.0,9,45
9365,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,590,1,In-flight meal not included,7851,20,16.0,6,30
9366,SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM → HYD,80,0,No check-in baggage included,2175,5,7.0,5,45
9367,Air India,9/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,1165,2,No info,14424,25,5.0,10,0
9368,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,No info,13014,0,19.0,9,40
9369,Jet Airways,6/04/2019,Delhi,Cochin,DEL → BOM → COK,1005,1,In-flight meal not included,5177,0,19.0,2,15
9370,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,485,1,No info,15135,50,18.0,10,45
9371,Air India,21/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,5228,55,23.0,21,5
9372,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1045,1,No info,22270,5,5.0,11,40
9373,SpiceJet,15/06/2019,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543,0,12.0,9,45
9374,Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1195,2,No info,15129,0,19.0,23,5
9375,IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,860,1,No info,6093,0,21.0,6,40
9376,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,375,1,In-flight meal not included,11087,20,20.0,14,5
9377,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,720,1,No info,7408,0,21.0,9,0
9378,IndiGo,24/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,315,1,No info,6534,15,2.0,21,0
9379,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,In-flight meal not included,13029,25,4.0,5,30
9380,Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,180,0,No info,8016,10,10.0,7,10
9381,Air India,12/03/2019,Mumbai,Hyderabad,BOM → MAA → HYD,795,1,No info,8528,10,19.0,5,55
9382,Air India,6/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,No info,12760,15,19.0,17,15
9383,Air India,9/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,No info,12199,15,19.0,17,15
9384,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,930,1,No info,14067,30,1.0,10,0
9385,Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,180,0,No info,8016,45,20.0,17,45
9386,Air India,3/05/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,5510,45,16.0,14,15
9387,Air India,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,1440,1,No info,6241,35,14.0,14,35
9388,Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,1255,1,No info,16142,25,9.0,12,30
9389,Jet Airways,27/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,1320,2,In-flight meal not included,10919,35,12.0,14,35
9390,IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4804,5,0.0,21,25
9391,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,575,1,No info,6979,0,21.0,11,25
9392,Air India,18/04/2019,Delhi,Cochin,DEL → COK,180,0,No info,6094,10,17.0,14,10
9393,Air India,1/04/2019,Banglore,Delhi,BLR → DEL,165,0,No info,5176,45,19.0,17,0
9394,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,480,1,In-flight meal not included,15136,0,21.0,13,0
9395,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,900,1,In-flight meal not included,10031,25,23.0,8,25
9396,Jet Airways,21/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,2245,2,No info,12814,50,18.0,5,25
9397,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,800,1,No info,12681,50,19.0,6,30
9398,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,710,1,No info,12402,50,18.0,7,0
9399,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,585,1,No info,13759,10,18.0,8,25
9400,SpiceJet,18/06/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,3597,5,20.0,17,45
9401,Air Asia,21/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3383,45,2.0,23,55
9402,Vistara,9/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4668,35,12.0,9,45
9403,Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1995,2,No info,10929,25,4.0,19,10
9404,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,1065,1,No info,9187,45,10.0,17,0
9405,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,830,1,No info,7530,30,1.0,11,40
9406,Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BLR,270,1,No info,8026,40,13.0,9,10
9407,SpiceJet,9/04/2019,Banglore,Delhi,BLR → DEL,170,0,No check-in baggage included,4319,20,12.0,9,30
9408,Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,830,2,No info,13376,25,4.0,14,35
9409,SpiceJet,6/05/2019,Kolkata,Banglore,CCU → BLR,145,0,No info,4174,25,11.0,9,0
9410,Vistara,27/05/2019,Banglore,Delhi,BLR → DEL,160,0,No info,4668,40,9.0,7,0
9411,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,835,1,No info,13062,0,21.0,7,5
9412,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,550,1,In-flight meal not included,12898,25,4.0,19,15
9413,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,805,1,No info,14714,25,4.0,15,0
9414,Air India,9/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,2,No info,10991,25,20.0,5,50
9415,Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,4030,5,14.0,11,10
9416,Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,In-flight meal not included,13029,25,4.0,9,40
9417,Vistara,15/03/2019,Banglore,New Delhi,BLR → AMD → DEL,355,1,No info,6800,35,12.0,6,40
